Age,Education,Race,Sex,Hours Per Week,Salary
47, Bachelors, White, Male,40, <=50K
80, 7th-8th, White, Male,35, <=50K
47, HS-grad, White, Female,35, <=50K
19, Some-college, White, Male,84, <=50K
45, HS-grad, White, Male,50, <=50K
17, 11th, White, Male,12, <=50K
37, HS-grad, White, Male,50, <=50K
27, Some-college, White, Female,40, <=50K
17, 12th, White, Male,16, <=50K
18, HS-grad, White, Male,40, <=50K
57, HS-grad, White, Male,40, <=50K
26, HS-grad, White, Female,40, <=50K
26, Masters, White, Female,40, <=50K
36, Bachelors, White, Male,45, >50K
51, HS-grad, White, Male,80, >50K
38, Some-college, White, Male,40, <=50K
77, 5th-6th, White, Male,20, <=50K
51, HS-grad, White, Male,40, >50K
24, 11th, White, Male,40, <=50K
35, HS-grad, White, Male,65, <=50K
35, 10th, White, Male,99, <=50K
51, Bachelors, White, Male,40, >50K
28, Bachelors, White, Male,40, >50K
37, HS-grad, White, Male,40, <=50K
43, HS-grad, White, Male,40, <=50K
23, HS-grad, White, Male,30, <=50K
42, Bachelors, White, Female,40, <=50K
58, Some-college, White, Female,40, >50K
52, HS-grad, Black, Female,20, <=50K
29, HS-grad, Amer-Indian-Eskimo, Female,50, <=50K
27, Some-college, White, Male,60, <=50K
28, Some-college, Black, Female,40, <=50K
59, Assoc-acdm, White, Male,20, >50K
28, HS-grad, White, Male,40, <=50K
24, Some-college, White, Male,40, <=50K
20, 10th, White, Male,40, <=50K
54, Bachelors, White, Male,40, >50K
65, HS-grad, White, Male,25, <=50K
18, Some-college, White, Male,30, <=50K
38, Some-college, White, Male,40, >50K
29, HS-grad, White, Male,40, <=50K
27, HS-grad, Black, Female,40, <=50K
36, Masters, White, Male,40, <=50K
55, HS-grad, White, Male,40, <=50K
22, 5th-6th, White, Male,30, <=50K
28, Bachelors, White, Female,40, <=50K
20, Some-college, White, Female,30, <=50K
24, Bachelors, White, Male,40, <=50K
36, Masters, White, Male,50, >50K
68, HS-grad, White, Male,40, <=50K
49, HS-grad, White, Male,50, >50K
18, 7th-8th, White, Male,40, <=50K
50, Doctorate, White, Female,60, >50K
37, 12th, Black, Female,40, <=50K
60, Masters, White, Male,50, >50K
43, Some-college, White, Male,40, <=50K
43, Doctorate, White, Female,70, >50K
17, 11th, White, Female,9, <=50K
43, Some-college, White, Female,50, <=50K
39, Some-college, White, Male,26, <=50K
21, Some-college, White, Female,15, <=50K
42, Doctorate, White, Male,7, <=50K
48, Some-college, White, Male,60, >50K
56, Bachelors, White, Male,45, >50K
21, Assoc-acdm, White, Female,30, <=50K
28, Assoc-acdm, Asian-Pac-Islander, Male,40, >50K
39, HS-grad, White, Male,40, >50K
40, 7th-8th, White, Male,40, <=50K
38, Assoc-acdm, White, Male,40, <=50K
59, Some-college, White, Male,36, >50K
51, HS-grad, White, Male,40, <=50K
19, HS-grad, White, Male,16, <=50K
23, HS-grad, White, Female,40, <=50K
31, Bachelors, White, Female,40, <=50K
42, Assoc-acdm, Black, Male,40, <=50K
43, HS-grad, White, Male,40, >50K
45, Some-college, White, Male,55, >50K
34, Some-college, White, Male,35, <=50K
21, HS-grad, White, Male,30, <=50K
34, Some-college, White, Male,40, >50K
55, Some-college, White, Male,40, >50K
30, Assoc-voc, White, Female,40, <=50K
29, HS-grad, White, Male,48, <=50K
19, Some-college, White, Female,20, <=50K
45, Bachelors, White, Male,35, <=50K
42, Bachelors, Asian-Pac-Islander, Male,72, >50K
32, Bachelors, White, Female,40, <=50K
90, Some-college, White, Male,40, <=50K
44, Bachelors, White, Male,44, >50K
34, HS-grad, White, Male,40, >50K
35, 12th, White, Female,30, <=50K
39, Some-college, White, Male,25, <=50K
29, Bachelors, Black, Male,40, <=50K
24, HS-grad, White, Female,32, <=50K
49, Some-college, White, Male,17, <=50K
52, Some-college, Asian-Pac-Islander, Male,40, >50K
54, Bachelors, Asian-Pac-Islander, Male,60, >50K
31, 9th, White, Male,40, <=50K
44, Some-college, White, Female,50, <=50K
18, Some-college, White, Female,30, <=50K
27, HS-grad, White, Male,40, <=50K
24, HS-grad, White, Male,40, <=50K
30, HS-grad, White, Male,60, <=50K
27, Some-college, White, Female,40, <=50K
34, Bachelors, White, Male,20, <=50K
25, Some-college, White, Female,19, <=50K
39, HS-grad, White, Female,40, <=50K
28, Some-college, White, Male,40, >50K
51, HS-grad, White, Male,70, <=50K
21, HS-grad, White, Female,35, <=50K
33, Some-college, Asian-Pac-Islander, Male,26, <=50K
27, Assoc-voc, White, Female,38, <=50K
29, HS-grad, White, Male,40, <=50K
33, 10th, White, Male,40, <=50K
37, HS-grad, White, Male,50, >50K
20, HS-grad, White, Male,40, <=50K
24, Bachelors, White, Female,40, <=50K
29, HS-grad, White, Female,35, <=50K
31, Bachelors, White, Male,45, >50K
41, Some-college, White, Male,40, <=50K
42, Some-college, White, Male,40, <=50K
20, Some-college, White, Female,30, <=50K
54, 9th, White, Male,40, <=50K
55, Bachelors, White, Female,55, <=50K
21, HS-grad, White, Male,32, <=50K
52, Assoc-voc, White, Male,45, >50K
19, HS-grad, White, Male,40, <=50K
33, Assoc-voc, Black, Male,40, <=50K
22, HS-grad, Black, Female,35, <=50K
59, HS-grad, White, Female,38, <=50K
17, 10th, White, Male,40, <=50K
31, 12th, White, Male,32, <=50K
74, HS-grad, White, Male,40, >50K
45, 10th, Black, Female,40, <=50K
36, HS-grad, White, Female,40, <=50K
35, Some-college, White, Male,60, <=50K
45, Some-college, White, Male,40, <=50K
42, HS-grad, White, Male,85, <=50K
50, Masters, White, Female,40, <=50K
39, HS-grad, White, Female,40, <=50K
44, Some-college, White, Male,45, <=50K
52, 1st-4th, White, Male,56, >50K
24, Bachelors, White, Male,43, <=50K
56, 9th, White, Male,99, <=50K
27, HS-grad, White, Male,50, >50K
47, Bachelors, White, Male,45, >50K
40, Prof-school, Amer-Indian-Eskimo, Male,60, >50K
38, HS-grad, White, Male,40, <=50K
27, Assoc-voc, White, Female,40, <=50K
52, HS-grad, White, Female,38, <=50K
22, HS-grad, White, Male,40, <=50K
41, Some-college, White, Male,40, <=50K
30, HS-grad, White, Female,20, <=50K
55, Bachelors, Asian-Pac-Islander, Male,35, <=50K
25, Some-college, White, Male,40, <=50K
32, Bachelors, White, Male,40, <=50K
28, Some-college, White, Female,60, <=50K
33, HS-grad, White, Male,50, <=50K
17, HS-grad, Black, Male,40, <=50K
27, HS-grad, White, Male,40, <=50K
55, Assoc-voc, White, Male,20, <=50K
63, Some-college, White, Male,18, >50K
39, HS-grad, White, Female,40, <=50K
51, Doctorate, White, Male,52, >50K
67, 7th-8th, White, Male,40, <=50K
41, Bachelors, White, Male,72, <=50K
27, HS-grad, White, Female,26, <=50K
54, Masters, White, Male,45, >50K
59, 10th, Black, Male,40, >50K
18, HS-grad, White, Female,25, <=50K
19, HS-grad, White, Male,20, <=50K
31, HS-grad, White, Male,50, <=50K
17, 11th, White, Female,7, <=50K
42, HS-grad, Asian-Pac-Islander, Male,40, >50K
37, Some-college, White, Female,30, <=50K
51, HS-grad, White, Male,40, <=50K
48, HS-grad, White, Female,40, <=50K
23, HS-grad, White, Male,40, <=50K
27, Assoc-voc, White, Male,45, <=50K
25, HS-grad, White, Male,40, <=50K
69, Assoc-acdm, White, Female,6, <=50K
30, Bachelors, White, Male,44, <=50K
33, HS-grad, White, Male,35, <=50K
28, HS-grad, White, Male,48, <=50K
45, 5th-6th, White, Male,40, <=50K
25, Some-college, White, Male,15, <=50K
37, Assoc-voc, White, Male,45, >50K
59, Preschool, White, Male,40, <=50K
26, HS-grad, White, Female,30, <=50K
48, Some-college, White, Female,25, <=50K
64, HS-grad, White, Male,40, <=50K
39, Bachelors, White, Male,50, <=50K
24, Bachelors, White, Male,40, <=50K
40, Masters, White, Female,35, <=50K
46, Masters, White, Male,70, >50K
35, Some-college, Black, Male,40, >50K
43, HS-grad, White, Female,40, >50K
31, HS-grad, White, Male,40, <=50K
22, Some-college, White, Female,25, <=50K
35, Some-college, White, Male,30, <=50K
35, HS-grad, White, Male,50, <=50K
35, Some-college, White, Female,40, <=50K
40, Prof-school, White, Male,40, >50K
50, Masters, White, Female,40, <=50K
48, Prof-school, White, Male,63, >50K
70, Masters, White, Male,8, <=50K
46, HS-grad, White, Female,40, <=50K
36, HS-grad, White, Female,38, <=50K
37, Bachelors, White, Male,36, >50K
24, 9th, White, Male,45, <=50K
47, Bachelors, White, Female,70, <=50K
35, HS-grad, White, Male,50, <=50K
43, Bachelors, Asian-Pac-Islander, Male,40, <=50K
18, 11th, White, Male,20, <=50K
54, HS-grad, White, Male,50, <=50K
62, HS-grad, Black, Female,38, <=50K
36, Bachelors, White, Male,48, >50K
27, 9th, Amer-Indian-Eskimo, Male,40, <=50K
23, Some-college, Asian-Pac-Islander, Male,14, <=50K
61, Bachelors, White, Male,15, >50K
39, Bachelors, Black, Male,60, <=50K
33, 5th-6th, White, Male,50, >50K
28, 1st-4th, White, Female,40, <=50K
22, HS-grad, White, Male,20, <=50K
31, Assoc-voc, White, Male,60, >50K
26, Bachelors, White, Male,30, <=50K
44, Bachelors, White, Male,50, >50K
73, Bachelors, White, Male,30, <=50K
44, Bachelors, White, Female,35, <=50K
35, Assoc-voc, White, Male,45, <=50K
33, Bachelors, White, Female,40, <=50K
27, Bachelors, White, Female,40, <=50K
47, Bachelors, Black, Male,50, >50K
29, HS-grad, White, Male,45, >50K
33, Some-college, White, Female,26, <=50K
50, Some-college, White, Female,15, <=50K
32, HS-grad, White, Male,40, <=50K
41, Masters, White, Male,40, <=50K
19, Some-college, White, Female,35, <=50K
45, HS-grad, White, Male,60, >50K
65, HS-grad, White, Female,36, <=50K
42, Some-college, White, Female,40, <=50K
33, Bachelors, Black, Male,25, >50K
32, Bachelors, White, Male,60, >50K
42, Some-college, White, Male,40, >50K
49, Some-college, White, Female,45, >50K
38, HS-grad, White, Male,45, <=50K
38, Some-college, White, Male,50, <=50K
37, Some-college, White, Male,52, <=50K
24, Some-college, White, Male,30, <=50K
27, Some-college, White, Male,50, <=50K
25, 9th, Asian-Pac-Islander, Female,40, <=50K
29, HS-grad, White, Male,50, <=50K
46, HS-grad, White, Male,70, <=50K
44, HS-grad, White, Male,96, <=50K
26, Bachelors, Asian-Pac-Islander, Female,40, <=50K
46, Assoc-acdm, White, Male,49, >50K
38, Some-college, White, Male,40, <=50K
38, Some-college, White, Male,40, <=50K
22, Bachelors, White, Male,20, <=50K
33, Some-college, White, Male,40, <=50K
50, Assoc-acdm, Asian-Pac-Islander, Male,40, <=50K
31, HS-grad, White, Male,41, >50K
26, Some-college, White, Female,4, <=50K
42, Some-college, White, Male,38, <=50K
27, HS-grad, White, Male,40, <=50K
34, Masters, White, Male,45, >50K
64, HS-grad, White, Male,40, <=50K
43, Some-college, White, Male,40, <=50K
39, HS-grad, White, Male,40, <=50K
47, Prof-school, White, Male,40, >50K
56, Masters, White, Male,66, <=50K
25, Masters, White, Male,20, <=50K
60, Bachelors, White, Female,35, <=50K
52, HS-grad, White, Male,44, <=50K
43, HS-grad, White, Male,16, <=50K
46, Bachelors, Asian-Pac-Islander, Female,40, <=50K
19, Some-college, White, Female,30, <=50K
56, 7th-8th, Black, Female,20, <=50K
22, Bachelors, White, Male,40, <=50K
28, 11th, White, Male,40, <=50K
39, 5th-6th, Black, Female,30, <=50K
28, Some-college, White, Male,40, <=50K
31, Bachelors, White, Male,50, >50K
22, HS-grad, White, Female,35, <=50K
39, HS-grad, Asian-Pac-Islander, Male,40, >50K
39, Bachelors, White, Male,40, >50K
28, 11th, White, Male,40, <=50K
67, HS-grad, White, Male,11, <=50K
31, HS-grad, White, Female,35, <=50K
50, Bachelors, White, Male,40, <=50K
34, HS-grad, White, Male,46, <=50K
48, HS-grad, White, Female,40, >50K
51, Bachelors, White, Female,40, <=50K
54, HS-grad, White, Male,40, <=50K
44, Assoc-voc, White, Male,40, <=50K
20, Some-college, Black, Female,20, <=50K
37, HS-grad, Black, Male,40, <=50K
38, Some-college, White, Male,40, <=50K
59, Assoc-acdm, Black, Male,40, <=50K
59, Bachelors, White, Male,50, <=50K
51, Some-college, White, Male,48, >50K
60, Bachelors, Black, Male,40, <=50K
29, Some-college, White, Male,40, <=50K
37, Some-college, White, Female,40, <=50K
42, 10th, White, Male,35, <=50K
28, Bachelors, White, Male,50, >50K
34, HS-grad, White, Female,40, <=50K
50, Bachelors, White, Male,40, >50K
22, HS-grad, White, Male,24, <=50K
27, HS-grad, White, Female,52, <=50K
45, Prof-school, White, Female,43, <=50K
39, HS-grad, Black, Female,38, <=50K
25, Bachelors, White, Female,35, <=50K
63, HS-grad, White, Male,15, <=50K
24, Bachelors, White, Male,40, >50K
18, HS-grad, White, Female,30, <=50K
19, HS-grad, White, Male,40, <=50K
23, 12th, Black, Male,38, <=50K
20, 5th-6th, White, Male,40, <=50K
17, 10th, White, Female,24, <=50K
63, Bachelors, White, Male,40, >50K
28, Bachelors, White, Male,65, >50K
51, Bachelors, White, Male,50, >50K
29, Bachelors, White, Female,45, <=50K
64, Some-college, White, Female,12, <=50K
17, 10th, White, Male,25, <=50K
45, Some-college, Black, Female,35, <=50K
18, 12th, Black, Male,20, <=50K
31, HS-grad, White, Female,40, <=50K
48, Bachelors, White, Male,50, >50K
41, Some-college, White, Female,45, <=50K
65, Prof-school, White, Male,60, >50K
27, Assoc-voc, White, Male,40, <=50K
39, Assoc-voc, White, Male,40, <=50K
51, Some-college, White, Male,8, >50K
49, Masters, White, Male,45, >50K
58, HS-grad, White, Male,40, <=50K
36, Bachelors, White, Male,45, >50K
25, HS-grad, Black, Female,40, <=50K
41, Some-college, Black, Female,37, <=50K
31, 9th, White, Female,40, <=50K
63, 11th, White, Male,37, >50K
50, Bachelors, White, Female,40, <=50K
63, Some-college, White, Male,40, <=50K
44, Masters, White, Male,99, <=50K
48, HS-grad, White, Male,65, <=50K
51, Some-college, White, Male,50, <=50K
18, HS-grad, White, Female,15, <=50K
23, Some-college, White, Male,25, <=50K
31, HS-grad, White, Male,40, <=50K
38, HS-grad, White, Male,40, <=50K
19, Some-college, White, Male,20, <=50K
56, Some-college, White, Male,60, >50K
31, 7th-8th, White, Male,20, <=50K
46, Some-college, White, Male,40, <=50K
39, Masters, White, Male,50, >50K
56, HS-grad, Asian-Pac-Islander, Male,40, <=50K
31, HS-grad, White, Female,40, <=50K
42, Bachelors, White, Male,40, >50K
53, HS-grad, White, Male,35, >50K
18, 11th, White, Female,15, <=50K
18, 11th, Black, Male,48, <=50K
20, Some-college, White, Female,35, <=50K
27, HS-grad, White, Male,45, >50K
31, Bachelors, White, Male,40, <=50K
52, Masters, White, Male,40, <=50K
46, HS-grad, White, Male,40, <=50K
30, Some-college, White, Male,24, <=50K
26, Bachelors, White, Female,40, <=50K
48, Masters, White, Male,50, >50K
37, Some-college, White, Male,40, >50K
29, 9th, White, Male,40, <=50K
49, HS-grad, White, Male,55, >50K
24, HS-grad, White, Male,40, <=50K
74, HS-grad, White, Male,20, <=50K
56, 5th-6th, White, Male,67, >50K
39, Bachelors, White, Male,40, <=50K
21, HS-grad, White, Male,40, <=50K
29, Bachelors, White, Female,45, >50K
43, HS-grad, White, Male,45, <=50K
23, Bachelors, White, Female,40, <=50K
26, HS-grad, White, Female,50, <=50K
47, HS-grad, White, Male,60, <=50K
27, HS-grad, White, Male,55, <=50K
45, HS-grad, White, Male,45, >50K
30, HS-grad, White, Male,70, <=50K
35, Some-college, White, Female,20, >50K
33, HS-grad, White, Male,40, <=50K
37, HS-grad, White, Male,40, >50K
21, HS-grad, White, Male,20, <=50K
42, HS-grad, White, Male,40, <=50K
48, HS-grad, White, Male,36, <=50K
46, HS-grad, White, Female,48, <=50K
36, 5th-6th, White, Female,40, <=50K
54, HS-grad, White, Male,40, <=50K
25, HS-grad, White, Female,40, <=50K
26, HS-grad, White, Female,25, <=50K
36, HS-grad, White, Male,57, <=50K
56, Bachelors, White, Male,20, <=50K
37, HS-grad, White, Male,40, <=50K
26, Bachelors, White, Female,40, >50K
23, Bachelors, White, Female,25, <=50K
23, Bachelors, White, Female,40, <=50K
41, Bachelors, White, Male,40, <=50K
55, Bachelors, White, Male,50, >50K
39, Bachelors, White, Male,40, >50K
67, Assoc-acdm, White, Male,35, <=50K
60, HS-grad, White, Female,50, <=50K
54, HS-grad, White, Female,40, <=50K
38, Masters, White, Male,40, >50K
47, Some-college, Asian-Pac-Islander, Male,40, >50K
49, Bachelors, White, Male,42, >50K
19, HS-grad, White, Female,24, <=50K
20, Some-college, White, Male,40, <=50K
66, HS-grad, White, Female,35, <=50K
22, Some-college, Black, Female,25, <=50K
51, Masters, White, Male,42, >50K
19, Some-college, White, Male,40, <=50K
36, Some-college, White, Female,40, <=50K
33, HS-grad, White, Male,60, >50K
41, Bachelors, White, Male,56, <=50K
90, HS-grad, White, Male,50, >50K
78, 7th-8th, White, Male,60, <=50K
36, HS-grad, White, Female,40, <=50K
30, Prof-school, White, Male,55, <=50K
35, Some-college, White, Male,40, <=50K
46, Masters, White, Male,45, >50K
38, HS-grad, White, Male,40, <=50K
24, Bachelors, White, Male,40, <=50K
40, Bachelors, White, Female,40, <=50K
49, 7th-8th, White, Male,40, <=50K
19, HS-grad, Black, Male,30, <=50K
77, Some-college, White, Female,20, <=50K
46, HS-grad, White, Male,56, >50K
41, Some-college, Black, Male,40, <=50K
28, 1st-4th, White, Male,77, <=50K
21, HS-grad, White, Male,40, <=50K
24, 12th, Black, Male,40, <=50K
36, HS-grad, Black, Male,45, <=50K
23, Some-college, White, Male,25, <=50K
38, HS-grad, White, Male,40, <=50K
29, HS-grad, White, Male,40, <=50K
38, Some-college, White, Male,50, >50K
47, Bachelors, Black, Male,40, >50K
39, Masters, White, Female,40, <=50K
40, Bachelors, White, Male,48, <=50K
21, Some-college, White, Male,40, <=50K
32, HS-grad, Asian-Pac-Islander, Female,40, <=50K
23, HS-grad, White, Male,40, <=50K
44, HS-grad, White, Male,40, <=50K
37, Some-college, Black, Male,40, <=50K
70, Bachelors, White, Female,20, <=50K
51, Masters, White, Male,40, >50K
66, 9th, Black, Female,30, <=50K
57, Some-college, White, Male,40, <=50K
36, Some-college, White, Male,40, >50K
48, Bachelors, White, Male,60, >50K
24, HS-grad, White, Male,40, <=50K
51, Masters, White, Female,40, >50K
43, Bachelors, White, Male,50, >50K
27, HS-grad, White, Male,60, <=50K
32, Bachelors, White, Female,40, <=50K
20, Some-college, White, Female,35, <=50K
33, Some-college, White, Female,40, <=50K
19, Some-college, White, Male,40, <=50K
32, Some-college, White, Male,60, >50K
35, Prof-school, Asian-Pac-Islander, Male,40, >50K
26, HS-grad, White, Male,60, <=50K
39, HS-grad, White, Female,60, <=50K
24, Bachelors, Black, Female,75, <=50K
45, Some-college, White, Male,40, >50K
